ID,Item,Company,Quantity,Currency,Conversion Rate,ID (Items),Item Code (Items),Qty (Items),UOM (Items),Rate (Items)
,,,,,,ac45029584,STK0022,1.0,Nos,0.0
,,,,,,f3debc5108,STK0025,1.0,Nos,0.0
,,,,,,d5f299e888,STK0026,1.0,Nos,0.0
,,,,,,14d664e1fc,STK0028,1.0,Nos,0.0
,,,,,,28a46b7ba8,STK0033,1.0,Nos,0.0
,,,,,,d9ae095e50,STK0038,1.0,Nos,0.0
,,,,,,5d70126fb9,STK0039,1.0,Nos,0.0
,,,,,,8c91b4df9f,PCK0017,1.0,Nos,0.0
,,,,,,65d914bbb8,PCK0018,1.0,Nos,0.0
,,,,,,908a764e4d,PCK0010,960.0,Meter,0.0
,,,,,,abf9855c36,MIS0012,1.0,Millimeter,0.0
,,,,,,399272624a,PCK0009,960.0,Millimeter,0.0
,,,,,,9e5824e268,CON0001,1.0,Gram,0.0
,,,,,,240966d16d,CON0002,1.0,Gram,0.0
,,,,,,c3988a280c,CON0003,1.0,Gram,0.0
,,,,,,599cda03fc,CON0004,1.0,Gram,0.0
BOM-TEM0000011-001,TEM0000011,Real Appliances Private Limited,1.0,INR,1.0,2e41cccc29,MIS0008,0.278,Square Meter,0.0
,,,,,,b97902f706,ELE0004,1.0,Nos,0.0
,,,,,,137849805c,ASP0007,1.0,Nos,0.0
,,,,,,c19b177346,ELC0006,1.0,Nos,0.0
,,,,,,4d37d19317,ELC0009,1.0,Nos,0.0
,,,,,,f9bdab297b,HRD0002,9.0,Nos,0.0
,,,,,,7ec24f6e07,HRD0003,2.0,Nos,0.0
,,,,,,175fa0d465,HRD0007,2.0,Nos,0.0
,,,,,,f6b2114f5e,HRD0010,4.0,Nos,0.0
,,,,,,3d49675379,HRD0014,1.0,Nos,0.0
,,,,,,b4793d2ad2,HRD0020,5.0,Nos,0.0
,,,,,,2bba0dd955,HRD0024,3.0,Nos,0.0
,,,,,,c355d8319c,HRD0025,7.0,Nos,0.0
,,,,,,b85be5fc3c,HRD0028,1.0,Nos,0.0
,,,,,,f672ec9ca1,HRD0029,3.0,Nos,0.0
,,,,,,63bf571fc7,IMP0002,1.0,Nos,0.0
,,,,,,f6d6010322,HRD0030,1.0,Nos,0.0
,,,,,,bc7a7beb58,MIS0001,1.0,Nos,0.0
,,,,,,c5b1901a47,MIS0003,1.0,Nos,0.0
,,,,,,925142897c,MIS0005,1.0,Nos,0.0
,,,,,,a68123175f,HRD0031,1.0,Nos,0.0
,,,,,,12c1db2317,MIS0005,100.0,Nos,0.0
,,,,,,df9eb5bb99,PCK0006,1.0,Nos,0.0
,,,,,,81b77d0eab,PCK0011,1.0,Nos,0.0
,,,,,,9040babf90,PB0000094,1.0,Nos,0.0
,,,,,,516755aa2b,PAI0003,1.0,Nos,0.0
,,,,,,6a38a10e36,PAI0004,1.0,Nos,0.0
,,,,,,2bca5b37bb,PAI0005,1.0,Nos,0.0
,,,,,,d3de259268,PAI0018,1.0,Nos,0.0
,,,,,,7392929626,PAI0041,1.0,Nos,0.0
,,,,,,2f4c5fad27,PTC0070,1.0,Nos,0.0
,,,,,,6075e12dce,PTC0071,1.0,Nos,0.0
,,,,,,88c5a4472c,PTC0077,1.0,Nos,0.0
,,,,,,b36395cc6e,PTC0078,1.0,Nos,0.0
,,,,,,4e77fcfeba,RBP0002,1.0,Nos,0.0
,,,,,,ab709a7055,RBP0004,1.0,Nos,0.0
,,,,,,e393a73aad,RBP0007,2.0,Nos,0.0
,,,,,,2e69779b4f,RBP0009,1.0,Nos,0.0
,,,,,,e930a31347,STK0001,1.0,Nos,0.0
,,,,,,9db5760231,STK0002,1.0,Nos,0.0
,,,,,,cc2545c040,STK0003,1.0,Nos,0.0
,,,,,,8ade1d87ee,STK0004,1.0,Nos,0.0
,,,,,,c7f4732b51,STK0006,1.0,Nos,0.0
,,,,,,74fcae0885,STK0009,1.0,Nos,0.0
,,,,,,b0f14736ee,STK0013,1.0,Nos,0.0
,,,,,,cf6ac2662c,STK0019,1.0,Nos,0.0
,,,,,,a4b34b8809,STK0023,1.0,Nos,0.0
,,,,,,7f14e63e2d,STK0025,1.0,Nos,0.0
,,,,,,0df75852ba,STK0026,1.0,Nos,0.0
,,,,,,de703db3c5,STK0039,1.0,Nos,0.0
,,,,,,3ed7a27b2a,TNK0007,1.0,Nos,0.0
,,,,,,f7f038f6ea,PCK0019,1.0,Nos,0.0
,,,,,,82e28cad7d,WIH0001,1.0,Nos,0.0
,,,,,,fe86579522,RBP0019,2020.0,Millimeter,0.0
,,,,,,90d869ea13,PCK0001,3700.0,Millimeter,0.0
,,,,,,8672021f3e,WIH0002,1.0,Nos,0.0
,,,,,,722a2aa882,RBP0020,1.0,Millimeter,0.0
,,,,,,92ebbd10b2,PCK0009,1100.0,Millimeter,0.0
,,,,,,6cb563b4e1,PCK0010,1100.0,Meter,0.0
BOM-TEM0000010-001,TEM0000010,Real Appliances Private Limited,1.0,INR,1.0,baa651f8b1,MIS0008,0.221,Square Meter,0.0
,,,,,,1c5065f677,ELE0002,1.0,Nos,0.0
,,,,,,883529d09d,ASP0004,1.0,Nos,0.0
,,,,,,7147ca15f6,BRK0001,1.0,Nos,0.0
,,,,,,b5ca35b0e9,ELC0006,1.0,Nos,0.0
,,,,,,796c03f981,ELC0009,3.0,Nos,0.0
,,,,,,0123c7e845,HRD0004,6.0,Nos,0.0
,,,,,,67b511db3e,HRD0007,1.0,Nos,0.0
,,,,,,93aced34b9,HRD0009,4.0,Nos,0.0
,,,,,,86a9346663,HRD0021,4.0,Nos,0.0
,,,,,,40d869a771,HRD0022,4.0,Nos,0.0
,,,,,,a320f9699c,HRD0023,3.0,Nos,0.0
,,,,,,c3e2b86ec3,HRD0024,3.0,Nos,0.0
,,,,,,67b17b9f4a,HRD0026,3.0,Nos,0.0
,,,,,,ead22d70f8,HRD0027,3.0,Nos,0.0
,,,,,,98b2614ca5,HRD0029,1.0,Nos,0.0
,,,,,,7aa58982b9,HRD0030,1.0,Nos,0.0
,,,,,,439bc31269,MIS0003,1.0,Nos,0.0
,,,,,,e634eb00ba,HRD0031,100.0,Nos,0.0
,,,,,,309b02b0fa,MIS0009,1.0,Nos,0.0
,,,,,,189b3a8adc,PCK0011,1.0,Nos,0.0
,,,,,,f14d55a0f1,PAI0044,2.0,Nos,0.0
,,,,,,4d6cce7a0e,PTC0006,1.0,Nos,0.0
,,,,,,70c86e9dce,PTC0007,1.0,Nos,0.0
,,,,,,be98a39d41,PTC0008,1.0,Nos,0.0
,,,,,,1be0092413,PTC0009,1.0,Nos,0.0
,,,,,,e1396ede8c,PTC0077,1.0,Nos,0.0
,,,,,,3f52f7e8fc,PTC0078,1.0,Nos,0.0
,,,,,,ea6d3d78eb,RBP0002,1.0,Nos,0.0
,,,,,,3d6fdeee1b,RBP0009,1.0,Nos,0.0
,,,,,,a52235dc21,STK0002,1.0,Nos,0.0
,,,,,,b7f5541afc,STK0004,1.0,Nos,0.0
,,,,,,d21fd80aab,STK0005,1.0,Nos,0.0
,,,,,,87891f0b48,STK0006,1.0,Nos,0.0
,,,,,,c56f38f39b,STK0008,1.0,Nos,0.0
,,,,,,27a1c8142b,STK0012,1.0,Nos,0.0
,,,,,,f25d513c9b,STK0018,1.0,Nos,0.0
,,,,,,0f4b93fc57,STK0022,1.0,Nos,0.0
,,,,,,dd6cb4aea4,STK0025,1.0,Nos,0.0
,,,,,,f13ead2748,STK0026,1.0,Nos,0.0
,,,,,,31d051fe3b,STK0028,1.0,Nos,0.0
,,,,,,dcb8e7c23e,STK0030,1.0,Nos,0.0
,,,,,,eebf7c74a6,STK0038,1.0,Nos,0.0
,,,,,,77a67e6b1b,STK0039,1.0,Nos,0.0
,,,,,,7234924b87,PCK0017,1.0,Nos,0.0
,,,,,,a4226c54dd,PCK0018,1.0,Nos,0.0
,,,,,,7f0b0bf395,WIH0005,1.0,Nos,0.0
,,,,,,ed1e080d1a,PCK0010,1.0,Meter,0.0
,,,,,,e1aa051e2e,PCK0009,960.0,Millimeter,0.0
,,,,,,f7ab9eee5d,CON0001,1.0,Gram,0.0
,,,,,,8c1317d9bd,CON0002,1.0,Gram,0.0
,,,,,,b86190e646,CON0003,1.0,Gram,0.0
,,,,,,cda55addf2,CON0004,1.0,Gram,0.0
BOM-TEM0000013-001,TEM0000013,Real Appliances Private Limited,1.0,INR,1.0,0ca7bad8ef,MIS0008,0.278,Square Meter,0.0
,,,,,,592d3e45ea,WIH0007,1.0,Set,0.0
,,,,,,aef458cb11,ELE0002,1.0,Nos,0.0
,,,,,,5ac5f65031,ASP0007,1.0,Nos,0.0
,,,,,,05c25f967d,ELC0006,1.0,Nos,0.0
,,,,,,2a6cfe75b6,ELC0008,1.0,Nos,0.0
,,,,,,8830f2e766,ELC0009,1.0,Nos,0.0
,,,,,,de1e203293,HRD0002,21.0,Nos,0.0
,,,,,,07140493f4,HRD0003,4.0,Nos,0.0
,,,,,,f4f5b76b30,HRD0021,2.0,Nos,0.0
,,,,,,4b683149a7,HRD0024,3.0,Nos,0.0
,,,,,,60b04e7b9c,HRD0025,4.0,Nos,0.0
,,,,,,b41f42fecf,HRD0026,4.0,Nos,0.0
,,,,,,1595c3ef6b,HRD0027,2.0,Nos,0.0
,,,,,,71b35d8a30,HRD0029,3.0,Nos,0.0
,,,,,,6aec669754,HRD0030,1.0,Nos,0.0
,,,,,,9b0adbc465,MIS0001,1.0,Nos,0.0
,,,,,,9955b68ac3,MIS0003,1.0,Nos,0.0
,,,,,,9964646b48,HRD0031,1.0,Nos,0.0
,,,,,,6e0871baf4,MIS0009,100.0,Nos,0.0
,,,,,,5f38ad357b,MIS0010,2.0,Nos,0.0
,,,,,,f2af8668f4,PCK0006,1.0,Nos,0.0
,,,,,,5d93c8c9cb,PCK0011,1.0,Nos,0.0
,,,,,,cbba53ec8c,PAI0020,1.0,Nos,0.0
,,,,,,c545b9109e,PAI0021,1.0,Nos,0.0
,,,,,,504b3aced4,PAI0041,2.0,Nos,0.0
,,,,,,cb966d204c,PTC0044,2.0,Nos,0.0
,,,,,,e9cc489b5f,PTC0045,1.0,Nos,0.0
,,,,,,44a5b48a63,PTC0046,1.0,Nos,0.0
,,,,,,a991b3e006,PTC0047,1.0,Nos,0.0
,,,,,,0e2d993a3b,PTC0077,1.0,Nos,0.0
,,,,,,f4a08a2c86,PTC0078,1.0,Nos,0.0
,,,,,,498a9ee6aa,RBP0002,1.0,Nos,0.0
,,,,,,32a2d72ea6,RBP0005,1.0,Nos,0.0
,,,,,,e272520916,RBP0006,1.0,Nos,0.0
,,,,,,ac3bc61148,RBP0009,1.0,Nos,0.0
,,,,,,be570d7a80,RBP0015,1.0,Nos,0.0
,,,,,,9a0ab29e2f,STK0002,1.0,Nos,0.0
,,,,,,ef4fca3f32,STK0004,1.0,Nos,0.0
,,,,,,ce21ca47e1,STK0005,1.0,Nos,0.0
,,,,,,07ed5b168c,STK0006,1.0,Nos,0.0
,,,,,,033bc140eb,STK0009,1.0,Nos,0.0
,,,,,,9ab493b310,STK0013,1.0,Nos,0.0
,,,,,,a95d3fd6ff,STK0019,1.0,Nos,0.0
,,,,,,b7b8e8fe8f,STK0023,1.0,Nos,0.0
,,,,,,474494a5b2,STK0025,1.0,Nos,0.0
,,,,,,8ed079fc93,STK0026,1.0,Nos,0.0
,,,,,,dae1bea234,STK0029,1.0,Nos,0.0
,,,,,,b565f70f30,STK0035,1.0,Nos,0.0
,,,,,,e565875272,STK0038,1.0,Nos,0.0
,,,,,,2c39ab4a98,STK0039,1.0,Nos,0.0
,,,,,,2d7e9dc8a6,TNK0008,1.0,Nos,0.0
,,,,,,04e8daeb5d,PCK0010,1050.0,Meter,0.0
,,,,,,7332865b11,MIS0012,1.0,Millimeter,0.0
,,,,,,a2d109ce36,PCK0001,1680.0,Millimeter,0.0
,,,,,,d96494ebdd,PCK0009,1050.0,Millimeter,0.0
,,,,,,97180807ba,CON0001,1.0,Gram,0.0
,,,,,,c83c598c7a,CON0002,1.0,Gram,0.0
,,,,,,a65bfbed92,CON0003,1.0,Gram,0.0
,,,,,,ef3b5fe9c5,CON0004,1.0,Gram,0.0
BOM-TEM0000014-001,TEM0000014,Real Appliances Private Limited,1.0,INR,1.0,08c234b942,ELE0013,1.0,Nos,0.0
,,,,,,0dc2f1b1ce,ELC0006,1.0,Nos,0.0
,,,,,,8e7d151f28,HRD0002,4.0,Nos,0.0
,,,,,,b5287f6a39,HRD0007,3.0,Nos,0.0
,,,,,,d105cfd629,HRD0012,5.0,Nos,0.0
,,,,,,59ba01f97a,HRD0013,5.0,Nos,0.0
,,,,,,b828c404a4,HRD0017,2.0,Nos,0.0
,,,,,,f6b1b3f84b,IMP0002,1.0,Nos,0.0
,,,,,,517fba4ab7,IMP0001,1.0,Nos,0.0
,,,,,,2fcb39d43e,IMP0003,1.0,Nos,0.0
,,,,,,9efb86c582,IMP0007,1.0,Nos,0.0
,,,,,,738698e9cc,HRD0032,1.0,Nos,0.0
,,,,,,8e4163c04c,MIS0003,1.0,Nos,0.0
,,,,,,886f47c6c2,MIS0004,1.0,Nos,0.0
,,,,,,b47e440832,MIS0005,1.0,Nos,0.0
,,,,,,482742ca57,MIS0009,100.0,Nos,0.0
,,,,,,b736f429b3,PCK0006,1.0,Nos,0.0
,,,,,,e70364cc7e,PCK0012,1.0,Nos,0.0
,,,,,,6bac8e5673,PB0000094,1.0,Nos,0.0
,,,,,,10993e3869,HRD0034,1.0,Nos,0.0
,,,,,,2a24287131,PAI0016,1.0,Nos,0.0
,,,,,,ff8d30d98b,PAI0041,1.0,Nos,0.0
,,,,,,324ece72d0,PTC0059,1.0,Nos,0.0
,,,,,,c41e377060,PTC0060,1.0,Nos,0.0
,,,,,,1927e6ec47,PTC0061,1.0,Nos,0.0
,,,,,,ef43ec31c9,PTC0068,1.0,Nos,0.0
,,,,,,53cf65c5c2,PTC0069,1.0,Nos,0.0
,,,,,,26ef5b0ce9,PTC0070,1.0,Nos,0.0
,,,,,,e5b0f61d79,PTC0071,1.0,Nos,0.0
,,,,,,d3199c26b4,PTC0077,1.0,Nos,0.0
,,,,,,dc07904423,PTC0078,1.0,Nos,0.0
,,,,,,891025772a,RBP0010,1.0,Nos,0.0
,,,,,,41475576fe,RBP0013,1.0,Nos,0.0
,,,,,,4c97f2234d,STK0001,1.0,Nos,0.0
,,,,,,cf7b28c7f4,STK0002,1.0,Nos,0.0
,,,,,,d929df2e22,STK0003,1.0,Nos,0.0
,,,,,,3197eda7b0,STK0004,1.0,Nos,0.0
,,,,,,74b8171fd9,STK0005,1.0,Nos,0.0
,,,,,,c18339ae12,STK0006,1.0,Nos,0.0
,,,,,,9af580b834,STK0009,1.0,Nos,0.0
,,,,,,903ca97957,STK0014,1.0,Nos,0.0
,,,,,,b2d532db5a,STK0019,1.0,Nos,0.0
,,,,,,b2510a5239,STK0023,1.0,Nos,0.0
,,,,,,1c23e97669,STK0025,1.0,Nos,0.0
,,,,,,7f2c97c3e6,STK0026,1.0,Nos,0.0
,,,,,,9aa89fabad,TNK0018,1.0,Nos,0.0
,,,,,,b3851bd1d5,PCK0019,1.0,Nos,0.0
,,,,,,00d69947c8,WIH0001,1.0,Nos,0.0
,,,,,,ee364532ea,WIH0002,1.0,Nos,0.0
,,,,,,2e7fa66905,PCK0010,1400.0,Meter,0.0
,,,,,,4bc3ca692e,PCK0001,3700.0,Millimeter,0.0
,,,,,,0ee217c325,PCK0009,1400.0,Millimeter,0.0
,,,,,,a0a35a5987,CEM0001,228.0,Gram,0.0
,,,,,,103a72a8c8,CEM0002,190.0,Gram,0.0
BOM-TEM0000012-001,TEM0000012,Real Appliances Private Limited,1.0,INR,1.0,65810c5740,MIS0008,0.278,Square Meter,0.0
,,,,,,5153478ec6,WIH0006,1.0,Set,0.0
,,,,,,05e2f16d68,ELE0004,1.0,Nos,0.0
,,,,,,3bacf45672,ASP0008,1.0,Nos,0.0
,,,,,,b2af9d2d5a,BRK0003,1.0,Nos,0.0
,,,,,,08075665a9,ELC0006,1.0,Nos,0.0
,,,,,,b3261b1c56,ELC0009,1.0,Nos,0.0
,,,,,,938c59ed0c,HRD0002,3.0,Nos,0.0
,,,,,,7b794718be,HRD0004,11.0,Nos,0.0
,,,,,,f25a7a08a8,HRD0008,2.0,Nos,0.0
,,,,,,b0aa518199,HRD0009,1.0,Nos,0.0
,,,,,,1dde15600b,HRD0017,3.0,Nos,0.0
,,,,,,beef7fb847,HRD0021,6.0,Nos,0.0
,,,,,,745fe13023,HRD0023,5.0,Nos,0.0
,,,,,,7d72dfe581,HRD0024,3.0,Nos,0.0
,,,,,,9146afff84,HRD0026,3.0,Nos,0.0
,,,,,,a03fccf616,HRD0027,3.0,Nos,0.0
,,,,,,2833bd5e8e,HRD0029,3.0,Nos,0.0
,,,,,,623ff0f81a,IMP0001,1.0,Nos,0.0
,,,,,,1bf25f7a94,IMP0004,1.0,Nos,0.0
,,,,,,0e02296f1e,HRD0030,1.0,Nos,0.0
,,,,,,07063a3c9d,MIS0001,1.0,Nos,0.0
,,,,,,108465ddf5,MIS0003,1.0,Nos,0.0
,,,,,,c8cd217ed8,HRD0031,1.0,Nos,0.0
,,,,,,09dadad8ce,MIS0009,100.0,Nos,0.0
,,,,,,a3094f3f8a,PCK0006,1.0,Nos,0.0
,,,,,,8d1fa2f14e,PCK0011,1.0,Nos,0.0
,,,,,,8997a1200e,PAI0046,1.0,Nos,0.0
,,,,,,99a321c77d,PTC0014,1.0,Nos,0.0
,,,,,,e6a36d16e4,PTC0015,1.0,Nos,0.0
,,,,,,5e1aaafe2c,PTC0016,1.0,Nos,0.0
,,,,,,d6d04a9575,PTC0017,1.0,Nos,0.0
,,,,,,a05ba49393,PTC0066,1.0,Nos,0.0
,,,,,,26d0b1fb4a,PTC0067,1.0,Nos,0.0
,,,,,,7f554437d1,PTC0072,1.0,Nos,0.0
,,,,,,07a6c9b4ba,PTC0076,1.0,Nos,0.0
,,,,,,fd5b5dddce,PTC0077,1.0,Nos,0.0
,,,,,,042fa9ea17,PTC0078,1.0,Nos,0.0
,,,,,,936278302f,RBP0002,1.0,Nos,0.0
,,,,,,998412016f,RBP0009,1.0,Nos,0.0
,,,,,,c674078b76,RBP0012,1.0,Nos,0.0
,,,,,,359a550080,STK0001,1.0,Nos,0.0
,,,,,,882213c336,STK0002,1.0,Nos,0.0
,,,,,,4f1c7eb411,STK0003,1.0,Nos,0.0
,,,,,,7cc069857f,STK0004,1.0,Nos,0.0
,,,,,,d56ea0754c,STK0005,1.0,Nos,0.0
,,,,,,ff07ed438f,STK0006,1.0,Nos,0.0
,,,,,,e6f9306d24,STK0009,1.0,Nos,0.0
,,,,,,fbda6729d5,STK0019,1.0,Nos,0.0
,,,,,,66e8d59c71,STK0023,1.0,Nos,0.0
,,,,,,af0749aaf5,STK0025,1.0,Nos,0.0
,,,,,,5808d1642f,STK0026,1.0,Nos,0.0
,,,,,,4561fc65ba,STK0029,1.0,Nos,0.0
,,,,,,2d4066df7f,STK0038,1.0,Nos,0.0
,,,,,,2fe4684d37,STK0039,1.0,Nos,0.0
,,,,,,f18247048f,TNK0008,1.0,Nos,0.0
,,,,,,957e4032f0,PCK0019,2.0,Nos,0.0
,,,,,,559ead2847,WIH0003,1.0,Nos,0.0
,,,,,,f147fb7511,WIH0004,1.0,Nos,0.0
,,,,,,a28a68e953,PCK0010,1100.0,Meter,0.0
,,,,,,4ca2c8bd54,MIS0012,1.0,Millimeter,0.0
,,,,,,c0d8d49cb9,PCK0001,3700.0,Millimeter,0.0
,,,,,,f276e7c954,PCK0009,1100.0,Millimeter,0.0
,,,,,,f974a13edd,CON0001,1.0,Gram,0.0
,,,,,,e3c4142e04,CON0002,1.0,Gram,0.0
,,,,,,47e4794a3c,CON0003,1.0,Gram,0.0
,,,,,,1babec3323,CON0004,1.0,Gram,0.0
BOM-TEM0000015-001,TEM0000015,Real Appliances Private Limited,1.0,INR,1.0,c12f3f07c6,MIS0008,0.278,Square Meter,0.0
,,,,,,d18cc91614,ELE0002,1.0,Nos,0.0
,,,,,,666218f60d,ASP0007,1.0,Nos,0.0
,,,,,,7db8f5a4f0,ELC0006,1.0,Nos,0.0
,,,,,,d5ac2e610f,ELC0008,1.0,Nos,0.0
,,,,,,fe730102e1,ELC0009,1.0,Nos,0.0
,,,,,,4b519d0deb,HRD0002,21.0,Nos,0.0
,,,,,,bebad2c476,HRD0020,4.0,Nos,0.0
,,,,,,f7906a8a40,HRD0021,2.0,Nos,0.0
,,,,,,2d4525bce2,HRD0024,3.0,Nos,0.0
,,,,,,441ca25ded,HRD0025,4.0,Nos,0.0
,,,,,,fd99273492,HRD0026,4.0,Nos,0.0
,,,,,,bf6800a5b2,HRD0027,2.0,Nos,0.0
,,,,,,4db113ee9e,HRD0029,3.0,Nos,0.0
,,,,,,a748e489b9,IMP0003,1.0,Nos,0.0
,,,,,,2cfefd2f77,HRD0030,1.0,Nos,0.0
,,,,,,29656df489,MIS0001,1.0,Nos,0.0
,,,,,,3793678a19,MIS0003,1.0,Nos,0.0
,,,,,,4e0800f3e3,HRD0031,1.0,Nos,0.0
,,,,,,e363ac3430,MIS0009,100.0,Nos,0.0
,,,,,,c7dbbf8cf5,MIS0010,2.0,Nos,0.0
,,,,,,2868a3af44,PCK0006,1.0,Nos,0.0
,,,,,,6c2636016d,PCK0011,1.0,Nos,0.0
,,,,,,b03b1f726b,PAI0021,1.0,Nos,0.0
,,,,,,68b3708049,PAI0041,1.0,Nos,0.0
,,,,,,5fc991e499,PTC0046,1.0,Nos,0.0
,,,,,,8baa34ece0,PTC0047,1.0,Nos,0.0
,,,,,,0cdc061859,PTC0077,1.0,Nos,0.0
,,,,,,6cee24ad78,PTC0078,1.0,Nos,0.0
,,,,,,87d5fc37a6,RBP0002,1.0,Nos,0.0
,,,,,,f9697f506a,RBP0005,1.0,Nos,0.0
,,,,,,b6309936c0,RBP0006,1.0,Nos,0.0
,,,,,,f05f932791,RBP0009,1.0,Nos,0.0
,,,,,,9f32bdb064,RBP0015,1.0,Nos,0.0
,,,,,,d20092dfa7,STK0002,1.0,Nos,0.0
,,,,,,4379feca69,STK0004,1.0,Nos,0.0
,,,,,,2e3493e418,STK0005,1.0,Nos,0.0
,,,,,,e35c747d7e,STK0006,1.0,Nos,0.0
,,,,,,99602198cf,STK0009,1.0,Nos,0.0
,,,,,,ad464a0970,STK0013,1.0,Nos,0.0
,,,,,,03670e3900,STK0023,1.0,Nos,0.0
,,,,,,b10349ae73,STK0025,1.0,Nos,0.0
,,,,,,6d64df75d3,STK0026,1.0,Nos,0.0
,,,,,,9f6e6eddfb,STK0039,1.0,Nos,0.0
,,,,,,bb4f429e62,TNK0008,1.0,Nos,0.0
,,,,,,22496e589b,WIH0001,1.0,Nos,0.0
,,,,,,940fafa7d5,WIH0002,1.0,Nos,0.0
,,,,,,a131672128,PCK0010,1050.0,Meter,0.0
,,,,,,55b3e49393,PCK0001,3360.0,Millimeter,0.0
,,,,,,9b5bde9e5e,PCK0009,1050.0,Millimeter,0.0
BOM-TEM0000016-001,TEM0000016,Real Appliances Private Limited,1.0,INR,1.0,d9d4f1245f,ELE0004,1.0,Nos,0.0
,,,,,,dbe0e875af,ASP0009,1.0,Nos,0.0
,,,,,,9ca446fb93,ELC0006,1.0,Nos,0.0
,,,,,,7d9bdc9027,ELC0009,1.0,Nos,0.0
,,,,,,c0ee8e3718,HRD0002,5.0,Nos,0.0
,,,,,,70f00104d7,HRD0007,2.0,Nos,0.0
,,,,,,cae2590e47,HRD0020,4.0,Nos,0.0
,,,,,,c85fbb8f6f,HRD0021,2.0,Nos,0.0
,,,,,,06a6180ba0,HRD0024,3.0,Nos,0.0
,,,,,,9810217971,HRD0025,4.0,Nos,0.0
,,,,,,131e20861f,HRD0026,5.0,Nos,0.0
,,,,,,5a4339dfd9,HRD0027,1.0,Nos,0.0
,,,,,,e0076449c7,HRD0029,3.0,Nos,0.0
,,,,,,7cb5841c4c,IMP0002,1.0,Nos,0.0
,,,,,,1d026494d6,HRD0030,1.0,Nos,0.0
,,,,,,b4dfead3ce,MIS0001,1.0,Nos,0.0
,,,,,,e8edabf8c4,MIS0003,1.0,Nos,0.0
,,,,,,901869b769,MIS0005,1.0,Nos,0.0
,,,,,,5d8037a483,HRD0031,1.0,Nos,0.0
,,,,,,f84b156e9f,PCK0006,1.0,Nos,0.0
,,,,,,ddc470cb79,MIS0009,100.0,Nos,0.0
,,,,,,809476a18d,PCK0011,1.0,Nos,0.0
,,,,,,994d6ba39e,PB0000094,1.0,Nos,0.0
,,,,,,45fab49664,PAI0019,1.0,Nos,0.0
,,,,,,8c40ace54d,PAI0041,2.0,Nos,0.0
,,,,,,bcd762145d,PTC0059,1.0,Nos,0.0
,,,,,,56c3207e4b,PTC0060,1.0,Nos,0.0
,,,,,,7ac68804f0,PTC0061,1.0,Nos,0.0
,,,,,,3b4b5f63d0,PTC0070,1.0,Nos,0.0
,,,,,,eb13f257eb,PTC0071,1.0,Nos,0.0
,,,,,,a487d0e878,PTC0077,1.0,Nos,0.0
,,,,,,85be394f1b,PTC0078,1.0,Nos,0.0
,,,,,,fe4ba4d546,RBP0002,1.0,Nos,0.0
,,,,,,652bae1d8a,RBP0005,1.0,Nos,0.0
,,,,,,13bda16504,RBP0006,1.0,Nos,0.0
,,,,,,08183de76d,RBP0009,1.0,Nos,0.0
,,,,,,0feee10a69,STK0001,1.0,Nos,0.0
,,,,,,049aaf6c99,STK0002,1.0,Nos,0.0
,,,,,,91b7fa994c,STK0003,1.0,Nos,0.0
,,,,,,a0612083a3,STK0004,1.0,Nos,0.0
,,,,,,7182a75c07,STK0005,1.0,Nos,0.0
,,,,,,259755892b,STK0006,1.0,Nos,0.0
,,,,,,e6be083c79,STK0009,1.0,Nos,0.0
,,,,,,2e4340e740,STK0013,1.0,Nos,0.0
,,,,,,6734e3af79,STK0019,1.0,Nos,0.0
,,,,,,9abd6d0439,STK0023,1.0,Nos,0.0
,,,,,,bfa1ea1232,STK0025,1.0,Nos,0.0
,,,,,,d9022ef9b3,STK0026,2.0,Nos,0.0
,,,,,,802342d2fb,STK0039,1.0,Nos,0.0
,,,,,,9c6013baa1,TNK0008,1.0,Nos,0.0
,,,,,,2dfe76ce7c,PCK0019,1.0,Nos,0.0
,,,,,,c539d23dcf,WIH0001,1.0,Nos,0.0
,,,,,,f44c712605,WIH0002,1.0,Nos,0.0
,,,,,,cf6cf1f9a8,PCK0010,1400.0,Meter,0.0
,,,,,,5f7b85914b,PCK0001,3700.0,Millimeter,0.0
,,,,,,4777718cd5,CEM0001,228.0,Gram,0.0
,,,,,,135f4998fa,CEM0002,190.0,Gram,0.0
BOM-TEM0000019-001,TEM0000019,Real Appliances Private Limited,1.0,INR,1.0,bdc8d12832,ELE0014,1.0,Nos,0.0
,,,,,,ddad7f3182,ELC0006,1.0,Nos,0.0
,,,,,,7db3e59df7,HRD0002,4.0,Nos,0.0
,,,,,,49e520c528,HRD0007,3.0,Nos,0.0
,,,,,,3550827946,HRD0012,5.0,Nos,0.0
,,,,,,103eefc3bc,HRD0013,5.0,Nos,0.0
,,,,,,9a0e754943,HRD0017,4.0,Nos,0.0
,,,,,,d52a2cfa06,IMP0001,1.0,Nos,0.0
,,,,,,6e9a8a13f5,IMP0002,1.0,Nos,0.0
,,,,,,1ca716cc5c,HRD0034,1.0,Nos,0.0
,,,,,,687cc031d1,IMP0006,1.0,Nos,0.0
,,,,,,a6a4809448,IMP0007,1.0,Nos,0.0
,,,,,,5d5746be6b,HRD0032,1.0,Nos,0.0
,,,,,,ab79a7b112,MIS0003,1.0,Nos,0.0
,,,,,,a9d5e24ade,MIS0004,1.0,Nos,0.0
